Word,Furigana,Definition,Japanese sentence,English translation
規模,きぼ,"scale, scope",この動物園は日本一の規模です。,This is the largest zoo in Japan.
二日,ふつか,"two days, 2nd of the month",私は二日待った。,I waited two days.
細かい,こまかい,"minute, elaborate",彼女は細かいことにうるさい。,She's fussy about small details.
完成,かんせい,"completion, finish",新しいホームページが完成した。,We finished our new home page.
たっぷり,たっぷり,"fully, amply",たっぷりとマッサージしてもらいました。,I got a full massage.
無言,むごん,"silence, muteness",彼は一日中無言だったな。,He was silent all day long.
とんでもない,とんでもない,"unthinkable, outrageous",仕事中に帰るなんてとんでもない。,It's unthinkable to go home in the middle of work.
まね,まね,"imitation, mimicry",娘はよく私のまねをします。,My daughter often copies me.
似合う,にあう,"suit, match well",彼女は着物がよく似合います。,Kimonos suit her well.
社会,しゃかい,society,これは大きな社会問題になっている。,This is a major social issue.
微か,かすか,"faint, dim",階下から微かな音が聞こえた。,I heard a faint sound from downstairs.
頼る,たよる,"rely on, depend on",人に頼らないで、自分でやってごらん。,Do it yourself without relying on other people.
思い付く,おもいつく,"think of, hit upon",彼は名案を思い付いたの。,He hit on a good idea.
野菜,やさい,vegetable,私は毎日たくさん野菜を食べます。,I eat a lot of vegetables every day.
発見,はっけん,"discovery, revelation",新しい星が発見された。,A new star was discovered.
信頼,しんらい,"reliance, confidence",私は部下を信頼しています。,I trust my subordinates.
会議,かいぎ,"conference, meeting",今日の午後、大事な会議があります。,There's an important meeting this afternoon.
おばさん,おばさん,aunt,おばさん一家が遊びに来ました。,My aunt and her family came to visit.
鳥,とり,"bird, poultry",鳥が飛んでいます。,A bird is flying.
役割,やくわり,"role, part",みんなで役割を分担しましょう。,Let's give everyone a role.
あっさり,あっさり,"plainly, matter-of-factly",そうあっさり言わないで。,Don't say it so matter-of-factly.
真実,しんじつ,"truth, reality",真実は一つです。,There is one truth.
管理,かんり,"management, administration",彼女が私のスケジュールを管理している。,She manages my schedule.
弾く,ひく,play on,彼はギターを弾きます。,He plays the guitar.
促す,うながす,"hasten, urge",彼に集中するよう注意を促しといたよ。,I urged him to concentrate.
指差す,ゆびさす,point to,みんなが彼の指差す方を見たんだ。,Everyone looked in the direction he pointed.
倍,ばい,double,以前の収入は今の倍はあった。,My previous income was twice what it is now.
決定,けってい,"decision, settlement",会議で重要な決定がありました。,An important decision was made at the conference.
冬,ふゆ,winter,カナダの冬はとても寒いです。,Canada's winters are very cold.
掃除,そうじ,cleaning,週末は部屋の掃除をしました。,I cleaned my room on the weekend.
出来事,できごと,"occurrence, incident",面白い出来事がありました。,Something interesting happened.
無理やり,むりやり,"by force, against one's will",荷物を無理やりかばんに詰めたよ。,I forced my belongings into the bag.
罪,つみ,"crime, sin",彼の罪は重いな。,His crime is serious.
分ける,わける,"divide into parts, sort, share",お菓子をみんなで分けました。,We shared the sweets with everyone.
鳴らす,ならす,"ring, sound",お坊さんが鐘を鳴らしていますね。,The priest is ringing the gong.
開始,かいし,beginning,運動会は9時開始です。,The athletic meet begins at nine o'clock.
埋める,うめる,"bury, fill up",庭に穴を掘ってそれを埋めました。,I dug a hole in the backyard and buried it in there.
一生,いっしょう,a lifetime,一生のお願いがあります。,I have a once-in-a-lifetime favor.
寄る,よる,"stop by, stop off",帰りに叔母の家に寄ります。,I dropped in at my aunt's house on the way home.
生み出す,うみだす,"generate, produce",彼は数々の名作を生み出した。,He produced a number of masterpieces.
一旦,いったん,"once, for a while",疲れたでしょう、一旦休みましょう。,You must be tired; let's take a rest for a while.
生,なま,"raw, fresh",彼は生の魚が食べられません。,He can't eat raw fish.
壊す,こわす,"break, destroy, smash",彼女が私のケータイを壊した。,She destroyed my cell phone.
並べる,ならべる,"line up, display, set up",私は料理をテーブルに並べた。,I arranged the food on the table.
将来,しょうらい,"future, in the future",将来はパイロットになりたいです。,I want to become a pilot in the future.
少々,しょうしょう,"a little, a few",塩を少々入れてください。,Please put in a little salt.
表現,ひょうげん,expression,彼は歌で自分の気持ちを表現した。,He expressed his feelings in song.
どく,どく,move out of the way,そこをどいてください。,"Please move out the way, there."
毒,どく,"poison, harm",飲み過ぎは体に毒ですよ。,Drinking too much can poison your body.
育てる,そだてる,"bring up, breed",彼女は三人の子を育てました。,She raised three children.
殴る,なぐる,"hit, strike",彼は思わず友人を殴ったの。,He hit his friend without thinking.
満ちる,みちる,"be filled, expire",月が満ちてきましたね。,The moon is waxing.
袋,ふくろ,"bag, sack",袋はいりません。,I don't need a bag.
脳,のう,brain,そのクイズ番組は脳を刺激するね。,The quiz show stimulates the brain.
最悪,さいあく,the worst,何とか最悪の事態を避けることができました。,Somehow we managed to avert the worst-case scenario.
悔しい,くやしい,"vexing, frustrating",試合に負けてとても悔しい。,I'm so frustrated that we lost the game.
教師,きょうし,"teacher, instructor",彼は高校教師だ。,He's a high school teacher.
言い出す,いいだす,begin to speak,突然何を言い出すのかと思った。,I wondered what you would say out of the blue.
雲,くも,cloud,今日は雲が多い。,It's cloudy today.
期間,きかん,"term, period",テスト期間は10日から15日までだ。,The test period is from the 10th to the 15th.
丁寧,ていねい,"polite, courteous, careful",彼女はいつも丁寧に仕事をします。,She always works carefully.
体力,たいりょく,physical strength,若者は体力がありますね。,Young people have a lot of stamina.
秋,あき,"autumn, fall",彼女は秋に結婚します。,She'll get married this fall.
魅力,みりょく,"charm, attraction",彼女の明るさに魅力を感じました。,I was charmed by her cheerfulness.
丸い,まるい,round,地球は丸い。,The earth is round.
会場,かいじょう,"venue, meeting place",会場は人で一杯になりました。,The hall was filled with people.
鳴る,なる,"sound, ring, roar",今朝、5時に電話が鳴った。,The telephone rang this morning at five o'clock.
